DATETIME,Cortez-Jones Creek/Marine 138 KV (LPI_GEN_EARLY),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
03/21/2024 00:05:00,-223.2,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:10:00,-223.4,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:15:00,-229,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:20:00,-217.666667,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:25:00,-222.8,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:30:00,-224.75,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:35:00,-224.2,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:40:00,-223,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:45:00,-221.25,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:50:00,-219.8,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 00:55:00,-218.2,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:00:00,-218,1,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:05:00,-212.6,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:10:00,-215.6,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:15:00,-217.2,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:20:00,-212.4,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:25:00,-217.4,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:30:00,-214.4,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:35:00,-219.4,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:40:00,-210.6,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:45:00,-212.5,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:50:00,-210.666667,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 01:55:00,-208.8,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:00:00,-213.75,2,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:05:00,-207,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:10:00,-200,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:15:00,-198.8,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:20:00,-201,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:25:00,-196.75,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:30:00,-199,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:35:00,-193,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:40:00,-187.25,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:45:00,-185.6,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:50:00,-178,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 02:55:00,-173.75,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:00:00,-171,3,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:05:00,-171.75,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:10:00,-175,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:15:00,-179.333333,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:20:00,-189.25,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:25:00,-178.4,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:30:00,-181.4,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:35:00,-175.333333,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:40:00,-172.2,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:45:00,-173,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:50:00,-171.8,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 03:55:00,-172.75,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:00:00,-174.333333,4,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:05:00,-181,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:10:00,-179.75,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:15:00,-180.8,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:20:00,-178.8,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:25:00,-172.5,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:30:00,-163.5,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:35:00,-162.25,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:40:00,-167,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:45:00,-161.333333,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:50:00,-175,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 04:55:00,-173,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:00:00,-160.4,5,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:05:00,-166.25,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:10:00,-162.75,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:15:00,-169.666667,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:20:00,-175.5,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:25:00,-168.75,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:30:00,-171.4,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:35:00,-174.2,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:40:00,-171.25,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:45:00,-167,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:50:00,-171.6,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 05:55:00,-173,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 06:00:00,-162.6,6,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 06:05:00,-161.75,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:10:00,-163.25,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:15:00,-166,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:20:00,-163.4,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:25:00,-161.5,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:30:00,-163,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:35:00,-169.5,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:40:00,-165,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:45:00,-150,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:50:00,-155.666667,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 06:55:00,-155.25,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:00:00,-156,7,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:05:00,-158.75,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:10:00,-166,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:15:00,-165.2,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:20:00,-156.5,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:25:00,-164.75,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:30:00,-162,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:35:00,-158.8,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:40:00,-163.8,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:45:00,-162.25,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:50:00,-162.6,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 07:55:00,-158.666667,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:00:00,-160.4,8,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:05:00,-166.6,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:10:00,-172.666667,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:15:00,-180,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:20:00,-190.2,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:25:00,-189.4,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:30:00,-188,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:35:00,-188,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:40:00,-187.75,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:45:00,-202.333333,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:50:00,-191.333333,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 08:55:00,-193.75,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:00:00,-196.25,9,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:05:00,-198.4,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:10:00,-202.6,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:15:00,-208.4,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:20:00,-221,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:25:00,-219.25,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:30:00,-216.6,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:35:00,-225.8,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:40:00,-228.25,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:45:00,-221.666667,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:50:00,-226.2,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 09:55:00,-230.8,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:00:00,-231.4,10,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:05:00,-233,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:10:00,-235.2,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:15:00,-235.4,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:20:00,-236.2,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:25:00,-234,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:30:00,-232.8,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:35:00,-233.4,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:40:00,-236.2,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:45:00,-235.8,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:50:00,-236.8,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 10:55:00,-238.8,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:00:00,-239.6,11,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:05:00,-242,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:10:00,-245.6,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:15:00,-248,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:20:00,-250.4,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:25:00,-251,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:30:00,-250.6,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:35:00,-250.4,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:40:00,-248.8,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:45:00,-252,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:50:00,-241.4,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 11:55:00,-248.5,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:00:00,-244.25,12,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:05:00,-245.4,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:10:00,-245.666667,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:15:00,-247.6,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:20:00,-248.2,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:25:00,-248.6,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:30:00,-248,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:35:00,-250,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:40:00,-249.4,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:45:00,-249.25,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:50:00,-247.8,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 12:55:00,-247.5,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:00:00,-243.666667,13,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:05:00,-248,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:10:00,-246.4,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:15:00,-257.8,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:20:00,-250.25,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:25:00,-252.2,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:30:00,-250.6,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:35:00,-251.2,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:40:00,-251.6,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:45:00,-252,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:50:00,-252.6,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 13:55:00,-249.8,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:00:00,-251,14,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:05:00,-250,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:10:00,-249,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:15:00,-247.8,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:20:00,-249.8,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:25:00,-250.6,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:30:00,-250.8,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:35:00,-252.8,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:40:00,-253.6,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:45:00,-254.2,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:50:00,-255.2,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 14:55:00,-256.8,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:00:00,-255.6,15,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:05:00,-256.6,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:10:00,-253,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:15:00,-254,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:20:00,-256,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:25:00,-254.4,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:30:00,-253.2,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:35:00,-255,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:40:00,-254.2,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:45:00,-255.8,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:50:00,-256,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 15:55:00,-255.8,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:00:00,-254.8,16,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:05:00,-255,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:10:00,-256.6,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:15:00,-256.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:20:00,-257.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:25:00,-258.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:30:00,-256.6,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:35:00,-256.4,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:40:00,-255.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:45:00,-258.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:50:00,-258.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 16:55:00,-257.2,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:00:00,-256.4,17,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:05:00,-254.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:10:00,-253.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:15:00,-253.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:20:00,-253.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:25:00,-252.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:30:00,-250,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:35:00,-251.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:40:00,-253,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:45:00,-251,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:50:00,-249.8,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 17:55:00,-250,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:00:00,-247.6,18,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:05:00,-249.6,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:10:00,-254,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:15:00,-255.8,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:20:00,-257.2,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:25:00,-257.8,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:30:00,-256.4,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:35:00,-257.2,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:40:00,-256.4,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:45:00,-254,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:50:00,-252.6,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 18:55:00,-251.2,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:00:00,-249.4,19,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:05:00,-245.6,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:10:00,-240.4,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:15:00,-231.6,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:20:00,-219.4,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:25:00,-213.6,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:30:00,-207,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:35:00,-202.2,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:40:00,-195.4,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:45:00,-189.4,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:50:00,-187.6,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 19:55:00,-189.8,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:00:00,-183.2,20,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:05:00,-178.2,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:10:00,-178.6,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:15:00,-187.6,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:20:00,-190.8,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:25:00,-190.6,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:30:00,-188.4,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:35:00,-188.4,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:40:00,-190.2,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:45:00,-191.8,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:50:00,-194.2,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 20:55:00,-193.6,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:00:00,-195.6,21,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:05:00,-197.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:10:00,-196.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:15:00,-197.4,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:20:00,-202.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:25:00,-202.4,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:30:00,-200.8,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:35:00,-199.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:40:00,-200.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:45:00,-196.8,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:50:00,-189.6,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 21:55:00,-186.4,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 22:00:00,-188,22,03/21/2024,WDPEAK,MARCH,2024
03/21/2024 22:05:00,-186.8,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:10:00,-187,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:15:00,-184,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:20:00,-181.6,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:25:00,-177,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:30:00,-176.8,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:35:00,-178,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:40:00,-175.8,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:45:00,-171,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:50:00,-166.2,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 22:55:00,-168.2,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:00:00,-171,23,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:05:00,-170.6,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:10:00,-167.4,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:15:00,-163.2,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:20:00,-162.8,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:25:00,-163.6,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:30:00,-165.4,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:35:00,-165.4,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:40:00,-168.6,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:45:00,-167,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:50:00,-166.6,24,03/21/2024,OFFPEAK,MARCH,2024
03/21/2024 23:55:00,-171.2,24,03/21/2024,OFFPEAK,MARCH,2024
03/22/2024 00:00:00,-169.8,24,03/21/2024,OFFPEAK,MARCH,2024
03/22/2024 00:05:00,-164.4,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:10:00,-158.8,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:15:00,-158.2,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:20:00,-164.6,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:25:00,-166.4,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:30:00,-155.6,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:35:00,-146,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:40:00,-149,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:45:00,-150.8,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:50:00,-156.2,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 00:55:00,-157,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:00:00,-156,1,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:05:00,-152.2,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:10:00,-147.8,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:15:00,-146,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:20:00,-147.2,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:25:00,-146.6,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:30:00,-137.4,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:35:00,-134.8,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:40:00,-136,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:45:00,-134.8,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:50:00,-136.8,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 01:55:00,-136.8,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:00:00,-135.6,2,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:05:00,-139,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:10:00,-141.8,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:15:00,-142.75,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:20:00,-139.6,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:25:00,-134.6,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:30:00,-136.8,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:35:00,-136.6,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:40:00,-137.4,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:45:00,-139.2,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:50:00,-141.8,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 02:55:00,-136.4,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:00:00,-134,3,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:05:00,-138.75,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:10:00,-138.2,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:15:00,-136.75,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:20:00,-137,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:25:00,-148.25,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:30:00,-155.5,4,03/22/2024,OFFPEAK,MARCH,2024
03/22/2024 03:35:00,-153,4,03/22/2024,OFFPEAK,MARCH,2024
